,neg_word,pos_word,negative_affix,tokenizer,neg_bytes,neg_correct,pos_bytes,pos_correct,tokenizer_type
6115,unleavened,"""leavened""",un,google/flan-t5-xxl,"['""', 'un', 'le', 'a', 'v', 'ened', '""']",Correct,"['""', 'le', 'aven', 'ed', '""']",Incorrect,sentencepiece
6116,unleavened,"""leavened""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'un', 'le', 'aven', 'ed', '""']",Correct,"['""', 'le', 'aven', 'ed', '""']",Incorrect,sentencepiece
6117,unleavened,"""leavened""",un,albert-base-v2,"['""', 'un', 'leave', 'ned', '""']",Correct,"['""', 'le', 'aven', 'ed', '""']",Incorrect,sentencepiece
6118,unleavened,"""leavened""",un,bert-base-uncased,"['""', 'un', 'lea', 'ven', 'ed', '""']",Correct,"['""', 'le', 'aven', 'ed', '""']",Incorrect,wordpiece
6119,unleavened,"""leavened""",un,google/electra-base-discriminator,"['""', 'un', 'lea', 'ven', 'ed', '""']",Correct,"['""', 'le', 'aven', 'ed', '""']",Incorrect,wordpiece
6120,illegal,"""legal""",il,gpt2,"['""', 'illegal', '""']",Not segmented,"['""', 'legal', '""']",Incorrect,byte_level_bpe
6121,illegal,"""legal""",il,p50k_base,"['""', 'illegal', '""']",Not segmented,"['""', 'legal', '""']",Incorrect,byte_level_bpe
6122,illegal,"""legal""",il,cl100k_base,"['""', 'illegal', '""']",Not segmented,"['""', 'legal', '""']",Incorrect,byte_level_bpe
6123,illegal,"""legal""",il,roberta-base,"['""', 'illegal', '""']",Not segmented,"['""', 'legal', '""']",Incorrect,byte_level_bpe
6124,illegal,"""legal""",il,xlnet-base-cased,"['""', 'il', 'legal', '""']",Correct,"['""', 'legal', '""']",Incorrect,sentencepiece
6125,illegal,"""legal""",il,google/flan-t5-xxl,"['""', 'il', 'legal', '""']",Correct,"['""', 'legal', '""']",Incorrect,sentencepiece
6126,illegal,"""legal""",il,meta-llama/Llama-2-13b-chat-hf,"['""', 'il', 'legal', '""']",Correct,"['""', 'legal', '""']",Incorrect,sentencepiece
6127,illegal,"""legal""",il,albert-base-v2,"['""', 'ille', 'gal', '""']",Incorrect,"['""', 'legal', '""']",Incorrect,sentencepiece
6128,illegal,"""legal""",il,bert-base-uncased,"['""', 'illegal', '""']",Not segmented,"['""', 'legal', '""']",Incorrect,wordpiece
6129,illegal,"""legal""",il,google/electra-base-discriminator,"['""', 'illegal', '""']",Not segmented,"['""', 'legal', '""']",Incorrect,wordpiece
6130,legless,"""legged""",less,gpt2,"['""', 'leg', 'less', '""']",Correct,"['""', 'legged', '""']",Incorrect,byte_level_bpe
6131,legless,"""legged""",less,p50k_base,"['""', 'leg', 'less', '""']",Correct,"['""', 'legged', '""']",Incorrect,byte_level_bpe
6132,legless,"""legged""",less,cl100k_base,"['""', 'leg', 'less', '""']",Correct,"['""', 'leg', 'ged', '""']",Incorrect,byte_level_bpe
6133,legless,"""legged""",less,roberta-base,"['""', 'leg', 'less', '""']",Correct,"['""', 'leg', 'ged', '""']",Incorrect,byte_level_bpe
6134,legless,"""legged""",less,xlnet-base-cased,"['""', 'leg', 'less', '""']",Correct,"['""', 'leg', 'ged', '""']",Incorrect,sentencepiece
6135,legless,"""legged""",less,google/flan-t5-xxl,"['""', 'leg', 'less', '""']",Correct,"['""', 'leg', 'ged', '""']",Incorrect,sentencepiece
6136,legless,"""legged""",less,meta-llama/Llama-2-13b-chat-hf,"['""', 'leg', 'less', '""']",Correct,"['""', 'leg', 'ged', '""']",Incorrect,sentencepiece
6137,legless,"""legged""",less,albert-base-v2,"['""', 'leg', 'less', '""']",Correct,"['""', 'leg', 'ged', '""']",Incorrect,sentencepiece
6138,legless,"""legged""",less,bert-base-uncased,"['""', 'leg', 'less', '""']",Correct,"['""', 'leg', 'ged', '""']",Incorrect,wordpiece
6139,legless,"""legged""",less,google/electra-base-discriminator,"['""', 'leg', 'less', '""']",Correct,"['""', 'leg', 'ged', '""']",Incorrect,wordpiece
6140,illegible,"""legible""",il,gpt2,"['""', 'il', 'leg', 'ible', '""']",Correct,"['""', 'leg', 'ible', '""']",Incorrect,byte_level_bpe
6141,illegible,"""legible""",il,p50k_base,"['""', 'il', 'leg', 'ible', '""']",Correct,"['""', 'leg', 'ible', '""']",Incorrect,byte_level_bpe
6142,illegible,"""legible""",il,cl100k_base,"['""', 'il', 'leg', 'ible', '""']",Correct,"['""', 'leg', 'ible', '""']",Incorrect,byte_level_bpe
6143,illegible,"""legible""",il,roberta-base,"['""', 'il', 'leg', 'ible', '""']",Correct,"['""', 'leg', 'ible', '""']",Incorrect,byte_level_bpe
6144,illegible,"""legible""",il,xlnet-base-cased,"['""', 'ille', 'g', 'ible', '""']",Incorrect,"['""', 'leg', 'ible', '""']",Incorrect,sentencepiece
6145,illegible,"""legible""",il,google/flan-t5-xxl,"['""', 'il', 'leg', 'ible', '""']",Correct,"['""', 'leg', 'ible', '""']",Incorrect,sentencepiece
6146,illegible,"""legible""",il,meta-llama/Llama-2-13b-chat-hf,"['""', 'il', 'leg', 'ible', '""']",Correct,"['""', 'leg', 'ible', '""']",Incorrect,sentencepiece
6147,illegible,"""legible""",il,albert-base-v2,"['""', 'ille', 'g', 'ible', '""']",Incorrect,"['""', 'leg', 'ible', '""']",Incorrect,sentencepiece
6148,illegible,"""legible""",il,bert-base-uncased,"['""', 'ill', 'eg', 'ible', '""']",Incorrect,"['""', 'leg', 'ible', '""']",Incorrect,wordpiece
6149,illegible,"""legible""",il,google/electra-base-discriminator,"['""', 'ill', 'eg', 'ible', '""']",Incorrect,"['""', 'leg', 'ible', '""']",Incorrect,wordpiece
6150,illegitimate,"""legitimate""",il,gpt2,"['""', 'il', 'leg', 'itimate', '""']",Correct,"['""', 'leg', 'itimate', '""']",Incorrect,byte_level_bpe
6151,illegitimate,"""legitimate""",il,p50k_base,"['""', 'il', 'leg', 'itimate', '""']",Correct,"['""', 'leg', 'itimate', '""']",Incorrect,byte_level_bpe
6152,illegitimate,"""legitimate""",il,cl100k_base,"['""', 'il', 'leg', 'itimate', '""']",Correct,"['""', 'leg', 'itimate', '""']",Incorrect,byte_level_bpe
6153,illegitimate,"""legitimate""",il,roberta-base,"['""', 'il', 'leg', 'itimate', '""']",Correct,"['""', 'leg', 'itimate', '""']",Incorrect,byte_level_bpe
6154,illegitimate,"""legitimate""",il,xlnet-base-cased,"['""', 'ille', 'g', 'iti', 'mate', '""']",Incorrect,"['""', 'leg', 'itimate', '""']",Incorrect,sentencepiece
6155,illegitimate,"""legitimate""",il,google/flan-t5-xxl,"['""', 'il', 'legi', 'tim', 'ate', '""']",Correct,"['""', 'leg', 'itimate', '""']",Incorrect,sentencepiece
6156,illegitimate,"""legitimate""",il,meta-llama/Llama-2-13b-chat-hf,"['""', 'il', 'leg', 'it', 'imate', '""']",Correct,"['""', 'leg', 'itimate', '""']",Incorrect,sentencepiece
6157,illegitimate,"""legitimate""",il,albert-base-v2,"['""', 'ille', 'git', 'i', 'mate', '""']",Incorrect,"['""', 'leg', 'itimate', '""']",Incorrect,sentencepiece
6158,illegitimate,"""legitimate""",il,bert-base-uncased,"['""', 'illegitimate', '""']",Not segmented,"['""', 'leg', 'itimate', '""']",Incorrect,wordpiece
6159,illegitimate,"""legitimate""",il,google/electra-base-discriminator,"['""', 'illegitimate', '""']",Not segmented,"['""', 'leg', 'itimate', '""']",Incorrect,wordpiece
6160,illicit,"""licit""",il,gpt2,"['""', 'ill', 'icit', '""']",Incorrect,"['""', 'lic', 'it', '""']",Incorrect,byte_level_bpe
6161,illicit,"""licit""",il,p50k_base,"['""', 'ill', 'icit', '""']",Incorrect,"['""', 'lic', 'it', '""']",Incorrect,byte_level_bpe
6162,illicit,"""licit""",il,cl100k_base,"['""', 'il', 'licit', '""']",Correct,"['""', 'licit', '""']",Incorrect,byte_level_bpe
6163,illicit,"""licit""",il,roberta-base,"['""', 'ill', 'icit', '""']",Incorrect,"['""', 'licit', '""']",Incorrect,byte_level_bpe
6164,illicit,"""licit""",il,xlnet-base-cased,"['""', 'il', 'licit', '""']",Correct,"['""', 'licit', '""']",Incorrect,sentencepiece
6165,illicit,"""licit""",il,google/flan-t5-xxl,"['""', 'il', 'licit', '""']",Correct,"['""', 'licit', '""']",Incorrect,sentencepiece
6166,illicit,"""licit""",il,meta-llama/Llama-2-13b-chat-hf,"['""', 'ill', 'ic', 'it', '""']",Incorrect,"['""', 'licit', '""']",Incorrect,sentencepiece
6167,illicit,"""licit""",il,albert-base-v2,"['""', 'il', 'lici', 't', '""']",Correct,"['""', 'licit', '""']",Incorrect,sentencepiece
6168,illicit,"""licit""",il,bert-base-uncased,"['""', 'illicit', '""']",Not segmented,"['""', 'licit', '""']",Incorrect,wordpiece
6169,illicit,"""licit""",il,google/electra-base-discriminator,"['""', 'illicit', '""']",Not segmented,"['""', 'licit', '""']",Incorrect,wordpiece
6170,lidless,"""lidded""",less,gpt2,"['""', 'l', 'id', 'less', '""']",Correct,"['""', 'l', 'idd', 'ed', '""']",Incorrect,byte_level_bpe
6171,lidless,"""lidded""",less,p50k_base,"['""', 'l', 'id', 'less', '""']",Correct,"['""', 'l', 'idd', 'ed', '""']",Incorrect,byte_level_bpe
6172,lidless,"""lidded""",less,cl100k_base,"['""', 'lid', 'less', '""']",Correct,"['""', 'l', 'idd', 'ed', '""']",Incorrect,byte_level_bpe
6173,lidless,"""lidded""",less,roberta-base,"['""', 'l', 'id', 'less', '""']",Correct,"['""', 'l', 'idd', 'ed', '""']",Incorrect,byte_level_bpe
6174,lidless,"""lidded""",less,xlnet-base-cased,"['""', 'lid', 'less', '""']",Correct,"['""', 'l', 'idd', 'ed', '""']",Incorrect,sentencepiece
6175,lidless,"""lidded""",less,google/flan-t5-xxl,"['""', 'lid', 'less', '""']",Correct,"['""', 'l', 'idd', 'ed', '""']",Incorrect,sentencepiece
6176,lidless,"""lidded""",less,meta-llama/Llama-2-13b-chat-hf,"['""', 'l', 'id', 'less', '""']",Correct,"['""', 'l', 'idd', 'ed', '""']",Incorrect,sentencepiece
6177,lidless,"""lidded""",less,albert-base-v2,"['""', 'lid', 'less', '""']",Correct,"['""', 'l', 'idd', 'ed', '""']",Incorrect,sentencepiece
6178,lidless,"""lidded""",less,bert-base-uncased,"['""', 'lid', 'less', '""']",Correct,"['""', 'l', 'idd', 'ed', '""']",Incorrect,wordpiece
6179,lidless,"""lidded""",less,google/electra-base-discriminator,"['""', 'lid', 'less', '""']",Correct,"['""', 'l', 'idd', 'ed', '""']",Incorrect,wordpiece
6180,unlighted,"""lighted""",un,gpt2,"['""', 'un', 'light', 'ed', '""']",Correct,"['""', 'light', 'ed', '""']",Incorrect,byte_level_bpe
6181,unlighted,"""lighted""",un,p50k_base,"['""', 'un', 'light', 'ed', '""']",Correct,"['""', 'light', 'ed', '""']",Incorrect,byte_level_bpe
6182,unlighted,"""lighted""",un,cl100k_base,"['""', 'un', 'light', 'ed', '""']",Correct,"['""', 'light', 'ed', '""']",Incorrect,byte_level_bpe
6183,unlighted,"""lighted""",un,roberta-base,"['""', 'un', 'light', 'ed', '""']",Correct,"['""', 'light', 'ed', '""']",Incorrect,byte_level_bpe
6184,unlighted,"""lighted""",un,xlnet-base-cased,"['""', 'un', 'lighted', '""']",Correct,"['""', 'light', 'ed', '""']",Incorrect,sentencepiece
6185,unlighted,"""lighted""",un,google/flan-t5-xxl,"['""', 'un', 'lighted', '""']",Correct,"['""', 'light', 'ed', '""']",Incorrect,sentencepiece
6186,unlighted,"""lighted""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'un', 'light', 'ed', '""']",Correct,"['""', 'light', 'ed', '""']",Incorrect,sentencepiece
6187,unlighted,"""lighted""",un,albert-base-v2,"['""', 'un', 'light', 'ed', '""']",Correct,"['""', 'light', 'ed', '""']",Incorrect,sentencepiece
6188,unlighted,"""lighted""",un,bert-base-uncased,"['""', 'un', 'light', 'ed', '""']",Correct,"['""', 'light', 'ed', '""']",Incorrect,wordpiece
6189,unlighted,"""lighted""",un,google/electra-base-discriminator,"['""', 'un', 'light', 'ed', '""']",Correct,"['""', 'light', 'ed', '""']",Incorrect,wordpiece
6190,unlike,"""like""",un,gpt2,"['""', 'un', 'like', '""']",Correct,"['""', 'like', '""']",Incorrect,byte_level_bpe
6191,unlike,"""like""",un,p50k_base,"['""', 'un', 'like', '""']",Correct,"['""', 'like', '""']",Incorrect,byte_level_bpe
6192,unlike,"""like""",un,cl100k_base,"['""', 'un', 'like', '""']",Correct,"['""', 'like', '""']",Incorrect,byte_level_bpe
6193,unlike,"""like""",un,roberta-base,"['""', 'un', 'like', '""']",Correct,"['""', 'like', '""']",Incorrect,byte_level_bpe
6194,unlike,"""like""",un,xlnet-base-cased,"['""', 'un', 'like', '""']",Correct,"['""', 'like', '""']",Incorrect,sentencepiece
6195,unlike,"""like""",un,google/flan-t5-xxl,"['""', 'un', 'like', '""']",Correct,"['""', 'like', '""']",Incorrect,sentencepiece
6196,unlike,"""like""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'un', 'like', '""']",Correct,"['""', 'like', '""']",Incorrect,sentencepiece
6197,unlike,"""like""",un,albert-base-v2,"['""', 'un', 'like', '""']",Correct,"['""', 'like', '""']",Incorrect,sentencepiece
6198,unlike,"""like""",un,bert-base-uncased,"['""', 'unlike', '""']",Not segmented,"['""', 'like', '""']",Incorrect,wordpiece
6199,unlike,"""like""",un,google/electra-base-discriminator,"['""', 'unlike', '""']",Not segmented,"['""', 'like', '""']",Incorrect,wordpiece
6200,disliked,"""liked""",dis,gpt2,"['""', 'd', 'isl', 'iked', '""']",Incorrect,"['""', 'l', 'iked', '""']",Incorrect,byte_level_bpe
6201,disliked,"""liked""",dis,p50k_base,"['""', 'd', 'isl', 'iked', '""']",Incorrect,"['""', 'l', 'iked', '""']",Incorrect,byte_level_bpe
6202,disliked,"""liked""",dis,cl100k_base,"['""', 'dis', 'liked', '""']",Correct,"['""', 'liked', '""']",Incorrect,byte_level_bpe
6203,disliked,"""liked""",dis,roberta-base,"['""', 'd', 'isl', 'iked', '""']",Incorrect,"['""', 'liked', '""']",Incorrect,byte_level_bpe
6204,disliked,"""liked""",dis,xlnet-base-cased,"['""', 'dis', 'like', 'd', '""']",Correct,"['""', 'liked', '""']",Incorrect,sentencepiece
6205,disliked,"""liked""",dis,google/flan-t5-xxl,"['""', 'd', 'is', 'like', 'd', '""']",Incorrect,"['""', 'liked', '""']",Incorrect,sentencepiece
6206,disliked,"""liked""",dis,meta-llama/Llama-2-13b-chat-hf,"['""', 'dis', 'lik', 'ed', '""']",Correct,"['""', 'liked', '""']",Incorrect,sentencepiece
6207,disliked,"""liked""",dis,albert-base-v2,"['""', 'dis', 'like', 'd', '""']",Correct,"['""', 'liked', '""']",Incorrect,sentencepiece
6208,disliked,"""liked""",dis,bert-base-uncased,"['""', 'disliked', '""']",Not segmented,"['""', 'liked', '""']",Incorrect,wordpiece
6209,disliked,"""liked""",dis,google/electra-base-discriminator,"['""', 'disliked', '""']",Not segmented,"['""', 'liked', '""']",Incorrect,wordpiece
6210,unlikely,"""likely""",un,gpt2,"['""', 'un', 'likely', '""']",Correct,"['""', 'likely', '""']",Incorrect,byte_level_bpe
6211,unlikely,"""likely""",un,p50k_base,"['""', 'un', 'likely', '""']",Correct,"['""', 'likely', '""']",Incorrect,byte_level_bpe
6212,unlikely,"""likely""",un,cl100k_base,"['""', 'unlikely', '""']",Not segmented,"['""', 'likely', '""']",Incorrect,byte_level_bpe
6213,unlikely,"""likely""",un,roberta-base,"['""', 'un', 'likely', '""']",Correct,"['""', 'likely', '""']",Incorrect,byte_level_bpe
6214,unlikely,"""likely""",un,xlnet-base-cased,"['""', 'un', 'like', 'ly', '""']",Correct,"['""', 'likely', '""']",Incorrect,sentencepiece
6215,unlikely,"""likely""",un,google/flan-t5-xxl,"['""', 'un', 'like', 'ly', '""']",Correct,"['""', 'likely', '""']",Incorrect,sentencepiece
6216,unlikely,"""likely""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'un', 'likely', '""']",Correct,"['""', 'likely', '""']",Incorrect,sentencepiece
6217,unlikely,"""likely""",un,albert-base-v2,"['""', 'un', 'like', 'ly', '""']",Correct,"['""', 'likely', '""']",Incorrect,sentencepiece
6218,unlikely,"""likely""",un,bert-base-uncased,"['""', 'unlikely', '""']",Not segmented,"['""', 'likely', '""']",Incorrect,wordpiece
6219,unlikely,"""likely""",un,google/electra-base-discriminator,"['""', 'unlikely', '""']",Not segmented,"['""', 'likely', '""']",Incorrect,wordpiece
6220,limbless,"""limbed""",less,gpt2,"['""', 'lim', 'b', 'less', '""']",Correct,"['""', 'lim', 'bed', '""']",Incorrect,byte_level_bpe
6221,limbless,"""limbed""",less,p50k_base,"['""', 'lim', 'b', 'less', '""']",Correct,"['""', 'lim', 'bed', '""']",Incorrect,byte_level_bpe
6222,limbless,"""limbed""",less,cl100k_base,"['""', 'lim', 'b', 'less', '""']",Correct,"['""', 'lim', 'bed', '""']",Incorrect,byte_level_bpe
6223,limbless,"""limbed""",less,roberta-base,"['""', 'lim', 'b', 'less', '""']",Correct,"['""', 'lim', 'bed', '""']",Incorrect,byte_level_bpe
6224,limbless,"""limbed""",less,xlnet-base-cased,"['""', 'li', 'mble', 's', 's', '""']",Incorrect,"['""', 'lim', 'bed', '""']",Incorrect,sentencepiece
6225,limbless,"""limbed""",less,google/flan-t5-xxl,"['""', 'limb', 'less', '""']",Correct,"['""', 'lim', 'bed', '""']",Incorrect,sentencepiece
6226,limbless,"""limbed""",less,meta-llama/Llama-2-13b-chat-hf,"['""', 'lim', 'bl', 'ess', '""']",Incorrect,"['""', 'lim', 'bed', '""']",Incorrect,sentencepiece
6227,limbless,"""limbed""",less,albert-base-v2,"['""', 'limb', 'less', '""']",Correct,"['""', 'lim', 'bed', '""']",Incorrect,sentencepiece
6228,limbless,"""limbed""",less,bert-base-uncased,"['""', 'limb', 'less', '""']",Correct,"['""', 'lim', 'bed', '""']",Incorrect,wordpiece
6229,limbless,"""limbed""",less,google/electra-base-discriminator,"['""', 'limb', 'less', '""']",Correct,"['""', 'lim', 'bed', '""']",Incorrect,wordpiece
6230,unlimited,"""limited""",un,gpt2,"['""', 'un', 'limited', '""']",Correct,"['""', 'limited', '""']",Incorrect,byte_level_bpe
6231,unlimited,"""limited""",un,p50k_base,"['""', 'un', 'limited', '""']",Correct,"['""', 'limited', '""']",Incorrect,byte_level_bpe
6232,unlimited,"""limited""",un,cl100k_base,"['""', 'un', 'limited', '""']",Correct,"['""', 'limited', '""']",Incorrect,byte_level_bpe
6233,unlimited,"""limited""",un,roberta-base,"['""', 'un', 'limited', '""']",Correct,"['""', 'limited', '""']",Incorrect,byte_level_bpe
6234,unlimited,"""limited""",un,xlnet-base-cased,"['""', 'un', 'limited', '""']",Correct,"['""', 'limited', '""']",Incorrect,sentencepiece
6235,unlimited,"""limited""",un,google/flan-t5-xxl,"['""', 'un', 'limited', '""']",Correct,"['""', 'limited', '""']",Incorrect,sentencepiece
6236,unlimited,"""limited""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'un', 'limited', '""']",Correct,"['""', 'limited', '""']",Incorrect,sentencepiece
6237,unlimited,"""limited""",un,albert-base-v2,"['""', 'un', 'limited', '""']",Correct,"['""', 'limited', '""']",Incorrect,sentencepiece
6238,unlimited,"""limited""",un,bert-base-uncased,"['""', 'unlimited', '""']",Not segmented,"['""', 'limited', '""']",Incorrect,wordpiece
6239,unlimited,"""limited""",un,google/electra-base-discriminator,"['""', 'unlimited', '""']",Not segmented,"['""', 'limited', '""']",Incorrect,wordpiece
6240,nonlinear,"""linear""",non,gpt2,"['""', 'non', 'linear', '""']",Correct,"['""', 'linear', '""']",Incorrect,byte_level_bpe
6241,nonlinear,"""linear""",non,p50k_base,"['""', 'non', 'linear', '""']",Correct,"['""', 'linear', '""']",Incorrect,byte_level_bpe
6242,nonlinear,"""linear""",non,cl100k_base,"['""', 'non', 'linear', '""']",Correct,"['""', 'linear', '""']",Incorrect,byte_level_bpe
6243,nonlinear,"""linear""",non,roberta-base,"['""', 'non', 'linear', '""']",Correct,"['""', 'linear', '""']",Incorrect,byte_level_bpe
6244,nonlinear,"""linear""",non,xlnet-base-cased,"['""', 'non', 'linear', '""']",Correct,"['""', 'linear', '""']",Incorrect,sentencepiece
6245,nonlinear,"""linear""",non,google/flan-t5-xxl,"['""', 'n', 'online', 'ar', '""']",Incorrect,"['""', 'linear', '""']",Incorrect,sentencepiece
6246,nonlinear,"""linear""",non,meta-llama/Llama-2-13b-chat-hf,"['""', 'non', 'linear', '""']",Correct,"['""', 'linear', '""']",Incorrect,sentencepiece
6247,nonlinear,"""linear""",non,albert-base-v2,"['""', 'non', 'linear', '""']",Correct,"['""', 'linear', '""']",Incorrect,sentencepiece
6248,nonlinear,"""linear""",non,bert-base-uncased,"['""', 'nonlinear', '""']",Not segmented,"['""', 'linear', '""']",Incorrect,wordpiece
6249,nonlinear,"""linear""",non,google/electra-base-discriminator,"['""', 'nonlinear', '""']",Not segmented,"['""', 'linear', '""']",Incorrect,wordpiece
6250,unlined,"""lined""",un,gpt2,"['""', 'un', 'lined', '""']",Correct,"['""', 'lined', '""']",Incorrect,byte_level_bpe
6251,unlined,"""lined""",un,p50k_base,"['""', 'un', 'lined', '""']",Correct,"['""', 'lined', '""']",Incorrect,byte_level_bpe
6252,unlined,"""lined""",un,cl100k_base,"['""', 'un', 'lined', '""']",Correct,"['""', 'lined', '""']",Incorrect,byte_level_bpe
6253,unlined,"""lined""",un,roberta-base,"['""', 'un', 'lined', '""']",Correct,"['""', 'lined', '""']",Incorrect,byte_level_bpe
6254,unlined,"""lined""",un,xlnet-base-cased,"['""', 'un', 'lined', '""']",Correct,"['""', 'lined', '""']",Incorrect,sentencepiece
6255,unlined,"""lined""",un,google/flan-t5-xxl,"['""', 'un', 'line', 'd', '""']",Correct,"['""', 'lined', '""']",Incorrect,sentencepiece
6256,unlined,"""lined""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'un', 'lined', '""']",Correct,"['""', 'lined', '""']",Incorrect,sentencepiece
6257,unlined,"""lined""",un,albert-base-v2,"['""', 'un', 'lined', '""']",Correct,"['""', 'lined', '""']",Incorrect,sentencepiece
6258,unlined,"""lined""",un,bert-base-uncased,"['""', 'un', 'lined', '""']",Correct,"['""', 'lined', '""']",Incorrect,wordpiece
6259,unlined,"""lined""",un,google/electra-base-discriminator,"['""', 'un', 'lined', '""']",Correct,"['""', 'lined', '""']",Incorrect,wordpiece
6260,nonlinguistic,"""linguistic""",non,gpt2,"['""', 'non', 'ling', 'u', 'istic', '""']",Correct,"['""', 'ling', 'u', 'istic', '""']",Incorrect,byte_level_bpe
6261,nonlinguistic,"""linguistic""",non,p50k_base,"['""', 'non', 'ling', 'u', 'istic', '""']",Correct,"['""', 'ling', 'u', 'istic', '""']",Incorrect,byte_level_bpe
6262,nonlinguistic,"""linguistic""",non,cl100k_base,"['""', 'non', 'ling', 'u', 'istic', '""']",Correct,"['""', 'ling', 'u', 'istic', '""']",Incorrect,byte_level_bpe
6263,nonlinguistic,"""linguistic""",non,roberta-base,"['""', 'non', 'ling', 'u', 'istic', '""']",Correct,"['""', 'ling', 'u', 'istic', '""']",Incorrect,byte_level_bpe
6264,nonlinguistic,"""linguistic""",non,xlnet-base-cased,"['""', 'non', 'ling', 'u', 'istic', '""']",Correct,"['""', 'ling', 'u', 'istic', '""']",Incorrect,sentencepiece
6265,nonlinguistic,"""linguistic""",non,google/flan-t5-xxl,"['""', 'n', 'on', 'linguistic', '""']",Incorrect,"['""', 'ling', 'u', 'istic', '""']",Incorrect,sentencepiece
6266,nonlinguistic,"""linguistic""",non,meta-llama/Llama-2-13b-chat-hf,"['""', 'non', 'ling', 'u', 'istic', '""']",Correct,"['""', 'ling', 'u', 'istic', '""']",Incorrect,sentencepiece
6267,nonlinguistic,"""linguistic""",non,albert-base-v2,"['""', 'non', 'linguistic', '""']",Correct,"['""', 'ling', 'u', 'istic', '""']",Incorrect,sentencepiece
6268,nonlinguistic,"""linguistic""",non,bert-base-uncased,"['""', 'non', 'ling', 'uis', 'tic', '""']",Correct,"['""', 'ling', 'u', 'istic', '""']",Incorrect,wordpiece
6269,nonlinguistic,"""linguistic""",non,google/electra-base-discriminator,"['""', 'non', 'ling', 'uis', 'tic', '""']",Correct,"['""', 'ling', 'u', 'istic', '""']",Incorrect,wordpiece
6270,lipless,"""lipped""",less,gpt2,"['""', 'li', 'pless', '""']",Incorrect,"['""', 'l', 'ipped', '""']",Incorrect,byte_level_bpe
6271,lipless,"""lipped""",less,p50k_base,"['""', 'li', 'pless', '""']",Incorrect,"['""', 'l', 'ipped', '""']",Incorrect,byte_level_bpe
6272,lipless,"""lipped""",less,cl100k_base,"['""', 'lip', 'less', '""']",Correct,"['""', 'l', 'ipped', '""']",Incorrect,byte_level_bpe
6273,lipless,"""lipped""",less,roberta-base,"['""', 'li', 'pless', '""']",Incorrect,"['""', 'l', 'ipped', '""']",Incorrect,byte_level_bpe
6274,lipless,"""lipped""",less,xlnet-base-cased,"['""', 'lip', 'less', '""']",Correct,"['""', 'l', 'ipped', '""']",Incorrect,sentencepiece
6275,lipless,"""lipped""",less,google/flan-t5-xxl,"['""', 'lip', 'less', '""']",Correct,"['""', 'l', 'ipped', '""']",Incorrect,sentencepiece
6276,lipless,"""lipped""",less,meta-llama/Llama-2-13b-chat-hf,"['""', 'li', 'pl', 'ess', '""']",Incorrect,"['""', 'l', 'ipped', '""']",Incorrect,sentencepiece
6277,lipless,"""lipped""",less,albert-base-v2,"['""', 'lip', 'less', '""']",Correct,"['""', 'l', 'ipped', '""']",Incorrect,sentencepiece
6278,lipless,"""lipped""",less,bert-base-uncased,"['""', 'lip', 'less', '""']",Correct,"['""', 'l', 'ipped', '""']",Incorrect,wordpiece
6279,lipless,"""lipped""",less,google/electra-base-discriminator,"['""', 'lip', 'less', '""']",Correct,"['""', 'l', 'ipped', '""']",Incorrect,wordpiece
6280,unlisted,"""listed""",un,gpt2,"['""', 'un', 'listed', '""']",Correct,"['""', 'listed', '""']",Incorrect,byte_level_bpe
6281,unlisted,"""listed""",un,p50k_base,"['""', 'un', 'listed', '""']",Correct,"['""', 'listed', '""']",Incorrect,byte_level_bpe
6282,unlisted,"""listed""",un,cl100k_base,"['""', 'un', 'listed', '""']",Correct,"['""', 'listed', '""']",Incorrect,byte_level_bpe
6283,unlisted,"""listed""",un,roberta-base,"['""', 'un', 'listed', '""']",Correct,"['""', 'listed', '""']",Incorrect,byte_level_bpe
6284,unlisted,"""listed""",un,xlnet-base-cased,"['""', 'un', 'listed', '""']",Correct,"['""', 'listed', '""']",Incorrect,sentencepiece
6285,unlisted,"""listed""",un,google/flan-t5-xxl,"['""', 'un', 'listed', '""']",Correct,"['""', 'listed', '""']",Incorrect,sentencepiece
6286,unlisted,"""listed""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'un', 'list', 'ed', '""']",Correct,"['""', 'listed', '""']",Incorrect,sentencepiece
6287,unlisted,"""listed""",un,albert-base-v2,"['""', 'un', 'listed', '""']",Correct,"['""', 'listed', '""']",Incorrect,sentencepiece
6288,unlisted,"""listed""",un,bert-base-uncased,"['""', 'un', 'list', 'ed', '""']",Correct,"['""', 'listed', '""']",Incorrect,wordpiece
6289,unlisted,"""listed""",un,google/electra-base-discriminator,"['""', 'un', 'list', 'ed', '""']",Correct,"['""', 'listed', '""']",Incorrect,wordpiece
6290,illiterate,"""literate""",il,gpt2,"['""', 'ill', 'iter', 'ate', '""']",Incorrect,"['""', 'liter', 'ate', '""']",Incorrect,byte_level_bpe
