word,neg_score,pos_score,label,checked,thinh
matched,0,0,2,unchecked,2
translational,0,0,2,unchecked,2
flexibility,0,0.125,2,unchecked,1
unfretted,0.125,0.125,2,checked,
supportive,0,0,2,unchecked,1
unemployable,0.75,0,0,checked,
attached,0,0,2,unchecked,2
noninheritable,0.25,0,2,checked,
miscarry,0,0,0,checked,
inexperienced,0,0.25,0,checked,
avow,0,0,2,unchecked,2
camphorated,0,0,2,unchecked,2
powered,0,0,2,unchecked,2
eligible,0,0.5,1,unchecked,1
glorious,0.625,0.25,0,unchecked,1
democratically,0,0,2,unchecked,1
dethrone,0,0,2,checked,
incomparable,0.25,0.375,2,checked,
distributive,0,0,2,checked,
divest,0,0,2,checked,
elated,0,0,2,unchecked,1
nonmember,0,0,2,checked,
similarity,0.375,0.375,2,unchecked,2
unburden,0,0,1,checked,
hypersomnia,0.625,0.125,0,unchecked,2
button,0,0,2,unchecked,2
inappropriately,0.125,0.125,0,checked,
disqualify,0,0,0,checked,
comprehension,0,0.375,1,unchecked,2
nonequivalence,0.25,0,2,checked,
impotent,0,0,0,checked,
congruous,0,0.25,2,unchecked,2
unobvious,0.25,0,2,checked,
unprofitableness,0.625,0.125,0,checked,
dysphoria,0.75,0,0,checked,
prophetic,0.125,0,2,unchecked,2
elegance,0,0.875,1,unchecked,1
ionic,0,0,2,unchecked,2
clement,0,0,2,unchecked,1
sensitivity,0,0,2,unchecked,2
publishable,0,0.625,1,unchecked,1
unenterprising,0,0,0,checked,
uncontroversially,0,0,2,checked,
disarming,0,0,1,checked,
nonhierarchical,0,0,2,checked,
unnaturally,0,0,2,checked,
unshod,0,0,2,checked,
logicalness,0,0.75,1,unchecked,1
fluency,0,0,2,unchecked,1
immortality,0.375,0.25,2,checked,
passionate,0,0,2,unchecked,1
fallible,0.25,0,2,unchecked,0
unfriendly,0,0,0,checked,
seal,0,0,2,unchecked,2
beneficed,0,0,2,unchecked,1
unprotective,0.375,0,0,checked,
convenient,0,0,2,unchecked,1
destabilization,0,0,0,checked,
unpleasant,0.625,0.125,0,checked,
unpremeditated,0.5,0,0,checked,
obedience,0,0.125,2,unchecked,1
unplayable,0.625,0.125,0,checked,
inclined,0,0.25,2,unchecked,2
undefeated,0,0.5,1,checked,
intransitive,0.5,0,2,checked,
hypokalemia,0.5,0,0,checked,
insignificant,0,0,0,checked,
friendly,0,0,2,unchecked,1
proper,0,0,2,unchecked,1
painless,0,0,1,checked,
scholarly,0,0,2,unchecked,2
enlightenment,0,0,2,unchecked,1
detribalisation,0,0,2,checked,
specific,0,0,2,unchecked,2
fledged,0,0,2,unchecked,1
intelligently,0,0.125,2,unchecked,1
nourished,0,0,2,unchecked,1
material,0,0,2,unchecked,2
disproportionately,0,0,2,checked,
nonpayment,0,0,0,checked,
unrequested,0.5,0,2,checked,
adequately,0,0.25,2,unchecked,1
insatiate,0,0,2,checked,
impolitic,0.625,0.125,0,checked,
undiplomatic,0.75,0,0,checked,
dishearten,0,0,0,checked,
unequally,0,0.125,0,checked,
unsaddled,0,0,2,checked,
resentful,0,0,2,unchecked,0
opposable,0,0.625,1,unchecked,2
causative,0,0,2,unchecked,2
misbehave,0,0,0,checked,
vulnerable,0.25,0.375,2,unchecked,0
focused,0,0,2,unchecked,1
unmoved,0.25,0.25,0,checked,
tolerably,0,0.5,1,unchecked,1
addition,0,0,2,unchecked,2
operative,0,0,2,unchecked,2
disagreeable,0.875,0.125,0,checked,
wigged,0,0,2,unchecked,2
unresponsive,0.75,0,0,checked,
unemotional_person,0.25,0.5,2,checked,
weighty,0,0,2,unchecked,2
accessibility,0.125,0.5,1,unchecked,1
opportune,0,0,2,unchecked,1
humorously,0,0.25,2,unchecked,1
incongruous,0.375,0.375,0,checked,
competence,0.25,0.625,1,unchecked,1
defined,0,0,2,unchecked,2
twine,0,0,2,unchecked,2
unrevived,0.125,0,2,checked,
sleeved,0,0,2,unchecked,2
inaptitude,0.375,0.375,0,checked,
innumerate,0,0,0,checked,
decorous,0,0.75,1,unchecked,1
indirectly,0.75,0,2,checked,
eradicable,0,0,2,unchecked,1
nonfinancial,0.5,0,2,checked,
implode,0,0,0,checked,
equitable,0,0.5,1,unchecked,1
expressible,0,0.625,1,unchecked,2
purposelessness,0,0.625,0,checked,
coherently,0,0.125,2,unchecked,1
nonindustrial,0.5,0.125,2,checked,
noncurrent,0,0,2,checked,
incredible,0,0,1,checked,
non-involvement,0,0,2,checked,
inflow,0,0,2,unchecked,2
adroit,0,0,2,unchecked,1
imperviousness,0.375,0.5,2,checked,
coated,0,0,2,unchecked,2
dimmed,0,0,2,unchecked,2
hitch,0,0,2,unchecked,2
trustiness,0,0.75,1,unchecked,1
cork,0,0,2,unchecked,2
unimpressive,0.5,0.125,0,checked,
sociability,0.5,0.125,0,unchecked,1
disorganized,0,0,0,checked,
furrowed,0,0,2,unchecked,2
inhibitor,0,0,2,checked,
undemanding,0,0,1,checked,
sympathetically,0,0,2,unchecked,1
unswept,0.75,0,0,checked,
cut,0,0,2,unchecked,2
dissuade,0,0,0,checked,
impressive,0,0.125,2,unchecked,1
tasty,0,0,2,unchecked,1
saddled,0,0,2,unchecked,2
unsupported,0.75,0,0,checked,
replaceable,0.125,0.625,1,unchecked,2
partiality,0,0,2,unchecked,0
unspecified,0.625,0,2,checked,
unselfish,0.125,0.375,1,checked,
maladjusted,0,0,0,checked,
subsonic,0,0,2,checked,
divergent,0,0,2,checked,
decentralizing,0,0,2,checked,
penetrability,0,0,2,unchecked,2
plausibility,0,0.375,1,unchecked,2
obtrusively,0,0.25,2,unchecked,0
inactive,0.625,0,0,checked,
inconspicuousness,0.25,0.5,2,checked,
weedless,0,0,2,checked,
voiced,0,0,2,unchecked,2
washable,0,0.625,1,unchecked,2
incongruent,0,0,2,checked,
invisibility,0.625,0.125,2,checked,
hurried,0,0,2,unchecked,2
traditional,0,0,2,unchecked,2
increased,0,0,2,unchecked,2
nonracial,0,0,2,checked,
protected,0,0,2,unchecked,1
hypertonic,0,0,2,checked,
indication,0,0,2,unchecked,2
rusted,0,0,2,unchecked,2
enabling,0,0,2,unchecked,1
unpotted,0.625,0,2,checked,
hyperparathyroidism,0.375,0,0,unchecked,2
incompatibility,0.25,0,0,checked,
alarming,0,0,2,unchecked,0
reverberant,0,0,2,unchecked,2
unnecessarily,0,0.375,0,checked,
evitable,0,0.625,1,unchecked,1
voluntary,0.25,0.375,2,unchecked,1
indiscipline,0.375,0,0,checked,
unmanned,0.25,0,2,checked,
decency,0,0.875,1,unchecked,1
worthy,0,0.5,1,unchecked,1
tongueless,0,0,2,checked,
assent,0,0,2,unchecked,1
unwanted,0.25,0,0,checked,
dishonorableness,0.75,0.125,0,checked,
identifiable,0,0.625,1,unchecked,2
grammatical,0,0,2,unchecked,1
disoblige,0,0,0,checked,
illegal,0,0,0,checked,
meaninglessness,0,0,0,checked,
overvalue,0,0,2,unchecked,0
unadoptable,0,0,0,checked,
unplowed,0,0.25,2,checked,
unparented,0.5,0,0,checked,
palatable,0.125,0.375,2,unchecked,1
undependable,0.75,0,0,checked,
contamination,0,0,2,unchecked,0
animateness,0,0,2,unchecked,2
hatless,0,0,2,checked,
sentimentally,0,0.25,2,unchecked,2
unearned_run,0.125,0,2,checked,
lock,0,0,2,unchecked,2
acaulescent,0,0,2,checked,
non-engagement,0,0,0,checked,
unstained,0.25,0,2,checked,
uncharacteristically,0,0.25,2,checked,
undeniable,0.875,0,2,checked,
constant,0,0.375,1,unchecked,2
airworthy,0,0,2,unchecked,1
uninformatively,0.125,0,0,checked,
prudently,0,0.375,1,unchecked,1
joyous,0.625,0.25,0,unchecked,1
adventurous,0.25,0.625,1,unchecked,2
cleared,0,0,2,unchecked,2
fretted,0,0,2,unchecked,0
pleasant,0,0,2,unchecked,1
enthusiastic,0,0.625,1,unchecked,1
depressurize,0,0,2,checked,
topless,0,0,2,checked,
unbridle,0,0,2,checked,
discomfort,0.25,0,0,checked,
unkindly,0.125,0.625,0,checked,
migratory,0,0,2,unchecked,2
tonicity,0,0,2,unchecked,2
touched,0,0,2,unchecked,1
achromatinic,0,0,2,checked,
industrial,0,0,2,unchecked,2
untrustworthiness,0.75,0,0,checked,
adjusted,0,0,2,unchecked,2
unsusceptible,0.75,0.125,2,checked,
detribalization,0,0,2,checked,
inward,0,0,2,unchecked,2
irresolutely,0.125,0,2,checked,
exchangeability,0.125,0.5,1,unchecked,2
noninterference,0.125,0,2,checked,
divergent_thinking,0,0,2,checked,
assisted,0,0,2,unchecked,1
inferior,0.75,0,0,checked,
nondisposable,0,0.125,2,checked,
dispensableness,0.125,0.5,1,unchecked,2
comprehensible,0,0.625,1,unchecked,1
unbraid,0,0,2,checked,
cheerlessness,0.75,0.125,0,checked,
overcharge,0,0.25,2,unchecked,0
sensory,0,0,2,unchecked,2
fashionable,0,0,2,unchecked,1
mined,0,0,2,unchecked,2
impermissibly,0.125,0,2,checked,
indecorousness,0.5,0.25,0,checked,
destabilise,0,0,0,checked,
patriotically,0,0,2,unchecked,1
unexpectedness,0.25,0.5,2,checked,
due,0,0,2,unchecked,2
violable,0.125,0,2,unchecked,0
imprudence,0,0.375,0,checked,
starry,0,0,2,unchecked,2
maladroitly,0,0.5,0,checked,
unmalleability,0.5,0,0,checked,
naturalness,0.25,0.125,2,unchecked,2
unawed,0.125,0,2,checked,
insufficiency,0.625,0.375,0,checked,
restrained,0,0,2,unchecked,0
immoral,0.75,0.125,0,checked,
formal,0.25,0,2,unchecked,2
suitably,0,0.25,2,unchecked,1
cholinergic,0,0,2,unchecked,2
wheeled,0,0,2,unchecked,2
manly,0,0,2,unchecked,1
emersion,0,0,2,unchecked,2
unclothed,0.125,0.125,2,checked,
suitability,0,0.625,1,unchecked,1
unveiled,0,0,2,checked,
seedless,0,0,2,checked,
pervious,0,0,2,unchecked,2
inelegantly,0,0,0,checked,
ineffectually,0,0.25,0,checked,
practical,0,0.125,2,unchecked,1
unfaithful,0.625,0,0,checked,
noncommissioned,0,0,2,checked,
exchangeable,0,0.75,1,unchecked,2
effectiveness,0.125,0.375,2,unchecked,1
unsupportive,0.625,0,0,checked,
tune,0,0,2,unchecked,2
willingly,0,0.25,2,unchecked,1
inactivate,0,0,2,checked,
unhealthfulness,0.556,0.444,0,checked,
sold,0,0,2,unchecked,2
malignancy,0.5,0.125,0,checked,
desynchronizing,0,0,2,checked,
desalinate,0,0,2,checked,
invasive,0,0,2,unchecked,2
sworn,0,0,2,unchecked,2
sanitary,0.25,0.625,1,unchecked,1
articulated,0,0,2,unchecked,1
sugary,0,0,2,unchecked,2
accuracy,0,0.5,1,unchecked,2
syllabic,0,0,2,unchecked,2
qualified,0,0,2,unchecked,1
malodorous,0.875,0,0,checked,
usefulness,0.25,0.5,2,unchecked,1
supersonic,0,0,2,checked,
organic,0,0,2,unchecked,1
uninstructive,0.375,0.125,0,checked,
operational,0,0,2,unchecked,1
unemotionally,0,0.25,2,checked,
criminalize,0,0,2,unchecked,0
wigless,0,0,2,checked,
subsurface,0,0,2,checked,
tongued,0,0,2,unchecked,2
footed,0,0,2,unchecked,2
inland,0,0,2,checked,
indispensability,0.375,0.375,2,checked,
holistic,0,0,2,unchecked,2
undefined,0.375,0.25,2,checked,
compatibly,0,0,2,unchecked,1
malfunctioning,0,0,0,checked,
synchronism,0,0,2,unchecked,2
honorable,0,0.375,1,unchecked,1
uncompromising,0,0,2,checked,
appropriate,0,0,2,unchecked,1
misused,0,0,0,checked,
onstage,0,0,2,unchecked,2
purposefulness,0,0.75,1,unchecked,1
extensile,0,0,2,unchecked,2
member,0,0,2,unchecked,2
stratified_language,0,0.25,2,unchecked,2
disapprovingly,0.125,0.125,0,checked,
uncomplimentary,0.5,0.125,0,checked,
ordinary,0.5,0.375,2,unchecked,2
effortfulness,0.625,0.125,0,unchecked,1
irresistible,0.625,0,1,checked,
unregenerate,0,0,0,checked,
tonality,0,0,2,unchecked,2
informatively,0,0.25,2,unchecked,2
abused,0,0,2,unchecked,0
unmusically,0,0.25,2,checked,
inflected,0,0,2,unchecked,2
invariableness,0.5,0,2,checked,
altered,0,0,2,unchecked,2
differentiate,0,0,2,unchecked,2
unsurprising,0,0,2,checked,
congeniality,0,0.375,1,unchecked,1
undependableness,0.625,0.25,0,checked,
clear,0,0.5,1,unchecked,1
unbalconied,0.5,0,2,checked,
equally,0.125,0,2,unchecked,2
limbed,0,0,2,unchecked,2
unqualified,0,0,0,checked,
immaterial,0.625,0,0,checked,
illegitimate,0.125,0,0,checked,
modifiable,0,0.5,1,unchecked,2
mild,0,0,2,unchecked,2
pardonably,0,0,2,unchecked,1
advantageously,0,0.625,1,unchecked,2
interested,0,0.625,1,unchecked,1
nonbiodegradable_pollution,0,0,0,checked,
untroubled,0.625,0,1,checked,
inhabited,0,0,2,unchecked,2
thinkable,0,0.5,1,unchecked,2
absorbency,0,0,2,unchecked,2
nonwoody,0,0,2,checked,
precise,0,0,2,unchecked,1
heedful,0,0,2,unchecked,2
cleanliness,0,0.375,1,unchecked,1
categorematic,0,0.25,2,unchecked,2
inaptness,0,0.75,0,checked,
helpful,0,0,2,unchecked,1
important,0,0.875,1,unchecked,1
malfunction,0,0,0,checked,
ungulate,0,0,2,unchecked,2
nonwashable,0.25,0.25,0,checked,
spaced,0,0,2,unchecked,2
pronounceable,0,0.625,1,unchecked,2
ferned,0,0,2,unchecked,2
immateriality,0,0.625,2,checked,
exempt,0,0,2,unchecked,2
immutableness,0.5,0.125,2,checked,
irreparable,0.5,0,0,checked,
inconclusiveness,0.375,0.5,2,checked,
racial,0,0,2,unchecked,2
reputable,0,0.875,1,unchecked,1
nonharmonic,0.25,0,2,checked,
chartered,0,0,2,unchecked,1
popularity,0,0.625,1,unchecked,1
thoughtlessness,0.5,0.375,0,checked,
designed,0,0,2,unchecked,2
inconclusively,0.125,0,2,checked,
staple,0,0,2,unchecked,2
unreserved,0.125,0,2,checked,
nonpasserine,0,0,2,checked,
devitalize,0,0,0,checked,
unsystematically,0,0.25,2,checked,
tipped,0,0,2,unchecked,2
contentment,0,0.125,2,unchecked,1
enforceable,0,0.625,1,unchecked,2
kind,0,0,2,unchecked,1
unreflected,0,0.25,2,checked,
on-site,0,0,2,checked,
unambitiously,0,0.25,2,checked,
necessarily,0,0,2,unchecked,1
perfect,0,0,2,unchecked,1
unfree,0,0.125,0,checked,
probability,0,0,2,unchecked,2
unfaceted,0,0,2,checked,
factuality,0.25,0.5,2,unchecked,1
unaffixed,0.25,0,2,checked,
ostentatious,0,0,2,unchecked,0
finished,0,0,2,unchecked,2
reserved,0,0,2,unchecked,2
typically,0,0.125,2,unchecked,2
arbitrary,0,0,2,unchecked,2
dedicated_file_server,0,0,2,unchecked,2
subordinate,0,0,2,unchecked,2
mobilization,0,0,2,unchecked,2
liked,0,0,2,unchecked,1
buried,0,0,2,unchecked,2
insensitive,0.625,0,0,checked,
unwearable,0.625,0.125,0,checked,
hypovolemia,0,0,2,checked,
unequal,0.375,0.125,0,checked,
credibly,0,0,2,unchecked,1
unacknowledged,0.625,0,0,checked,
unsanitary,0.125,0.5,0,checked,
gutless,0,0,0,checked,
infallibility,0.625,0,2,checked,
undesirous,0.375,0.125,0,checked,
unselected,0.25,0,2,checked,
unrestrictive,0.75,0,1,checked,
balconied,0,0,2,unchecked,2
action,0,0,2,unchecked,2
ungratefully,0,0.25,0,checked,
symmetry,0,0,2,unchecked,2
licitness,0,0.5,1,unchecked,1
discouraging,0,0,0,checked,
promotion,0,0,2,unchecked,1
variable,0.125,0.5,1,unchecked,2
unceremoniously,0,0.125,0,checked,
atomistic,0,0,2,checked,
unstimulating,0,0,0,checked,
unconventionally,0.25,0.5,2,checked,
affectedness,0.625,0.125,0,unchecked,2
inaccurately,0,0.25,0,checked,
considerately,0,0.5,1,unchecked,1
undedicated,0.25,0,0,checked,
on-street,0,0,2,unchecked,2
nonexploratory,0,0,2,checked,
unexchangeable,0.75,0.25,0,checked,
integration,0,0,2,checked,
explicit,0,0,2,unchecked,2
unsurprised,0.5,0,2,checked,
skinless,0,0,2,checked,
unfit,0,0,0,checked,
outboard,0,0,2,checked,
concentrated,0,0,2,unchecked,2
credulously,0,0,2,unchecked,0
unenclosed,0.5,0,2,checked,
invulnerable,0,0.25,1,checked,
infernal,0.25,0.25,2,unchecked,2
awed,0,0,2,unchecked,1
unmodulated,0,0.25,2,checked,
reproducible,0,0,2,unchecked,1
stabilisation,0,0,2,unchecked,1
unsteady,0,0.125,0,checked,
thoughtfully,0,0.375,1,unchecked,1
permissiveness,0,0.5,1,unchecked,1
impermissible,0.25,0,0,checked,
serviceable,0,0,2,unchecked,1
conspicuousness,0,0.25,2,unchecked,2
intransitivity,0,0,2,checked,
emotionally,0,0.125,2,unchecked,2
colorful,0,0,2,unchecked,2
hopeful,0,0.125,2,unchecked,1
undiluted,0.25,0,2,checked,
unsatisfactorily,0.125,0,0,checked,
supervised,0,0,2,unchecked,2
unshared,0.25,0,2,checked,
unknot,0,0,2,checked,
variedness,0.5,0.125,0,unchecked,2
contested,0,0,2,unchecked,2
advisability,0.25,0.625,1,unchecked,1
unpaintable,0.75,0,2,checked,
portable,0,0.25,2,unchecked,1
honorableness,0,0.875,1,unchecked,1
aptness,0.25,0,2,unchecked,1
inoperative,0.125,0,0,checked,
welcome,0,0.25,2,unchecked,1
indefeasible,0.75,0,1,checked,
asymmetrical,0.375,0,2,checked,
convinced,0,0,2,unchecked,1
original,0,0,2,unchecked,2
uninsured,0.25,0.375,0,checked,
intervention,0,0,2,unchecked,2
broken,0,0,2,unchecked,0
adiabatic,0.625,0,2,checked,
deceleration,0,0,2,checked,
intrusive,0.5,0.125,0,unchecked,0
offensive,0.5,0.125,0,unchecked,0
inseparably,0.5,0,2,checked,
orderly,0,0,2,unchecked,1
insulator,0,0,2,checked,
forceless,0,0,0,checked,
unforgiving,0,0,0,checked,
hopefully,0,0.5,1,unchecked,1
enlightened,0,0,2,unchecked,1
nonionized,0,0,2,checked,
unearned,0.5,0.125,0,checked,
registered,0,0,2,unchecked,2
humidify,0,0,2,unchecked,2
inefficiently,0,0.25,0,checked,
unprincipled,0.375,0.375,0,checked,
synchronise,0,0,2,unchecked,2
unambitious,0,0.5,0,checked,
declared,0,0,2,unchecked,2
magnetize,0,0,2,unchecked,2
intemperate,0,0,0,checked,
categorem,0,0.5,1,unchecked,2
irregularity,0,0.5,2,checked,
ungrateful,0.75,0,0,checked,
imperfection,0.125,0,0,checked,
motion,0,0,2,unchecked,2
immersion,0,0,2,checked,
unwooded,0.25,0,2,checked,
unafraid,0,0,1,checked,
nonfissile,0,0,2,checked,
infelicity,0.375,0,0,checked,
significant,0,0.375,1,unchecked,2
wholesomeness,0,0.875,1,unchecked,1
unhappily,0.625,0,0,checked,
secure,0,0,2,unchecked,1
classified,0,0,2,unchecked,2
charitable,0.25,0.5,2,unchecked,1
possible,0,0.5,1,unchecked,1
unopposable,0.5,0,2,checked,
plowed,0,0,2,unchecked,2
nonrepresentational,0,0,2,checked,
likely,0,0.5,1,unchecked,2
unsworn,0.625,0,2,checked,
disrespect,1,0,0,checked,
unchaste,0,0,0,checked,
impalpable,0.625,0.125,2,checked,
dejected,0,0,0,checked,
permeable,0,0,2,unchecked,2
unashamed,0.25,0.25,2,checked,
rewarding,0,0,2,unchecked,1
revolutionary,0,0.375,1,unchecked,1
bibbed,0,0,2,unchecked,2
unseeded,0.125,0.375,2,checked,
adorned,0,0,2,unchecked,1
unhurried,0.75,0,2,checked,
disingenuous,0.875,0,0,checked,
lined,0,0,2,unchecked,2
sincere,0,0,2,unchecked,1
aware,0,0.5,1,unchecked,2
catalectic,0.125,0,2,unchecked,2
elegant,0,0,2,unchecked,1
inconsolable,0.75,0,0,checked,
indecorous,0,0.625,0,checked,
unpardonable,0.625,0,0,checked,
decisively,0,0,2,unchecked,1
visibility,0.125,0.375,2,unchecked,2
colorless,0,0,2,checked,
unformed,0.75,0,2,checked,
noncellular,0.5,0,2,checked,
stalinize,0,0,2,unchecked,2
unconcern,0,0,2,checked,
fitness,0,0.5,1,unchecked,1
mobile,0,0,2,unchecked,2
demobilization,0,0,2,checked,
inoffensive,0.75,0.125,1,checked,
illogicalness,0.75,0.25,0,checked,
incompetently,0,0.125,0,checked,
unhelpful,0.25,0.125,0,checked,
flowering,0,0,2,unchecked,2
inessentiality,0.75,0.125,0,checked,
incurious,0.625,0.125,0,checked,
unestablished,0.75,0,0,checked,
illogical,0,0.5,0,checked,
unbrainwashed,0.625,0,1,checked,
technical,0,0.125,2,unchecked,2
holy,0,0,2,unchecked,2
legalise,0,0,2,unchecked,1
powerful,0,0.25,2,unchecked,1
digestible,0,0.375,1,unchecked,1
nonmodern,0.125,0,2,checked,
chivalrously,0,0.25,2,unchecked,1
critical,0.5,0,0,unchecked,1
ungregarious,0.375,0,0,checked,
untipped,0.625,0,2,checked,
injured,0.625,0,0,unchecked,0
hospitableness,0,0.625,1,unchecked,1
palatability,0,0.125,2,unchecked,1
uncreativeness,0.5,0,0,checked,
repetitive,0,0,2,unchecked,2
assemble,0,0,2,unchecked,2
irresponsible,0,0.5,0,checked,
intractability,0.125,0,0,checked,
accommodating,0,0,2,unchecked,1
unveil,0,0,2,checked,
trained,0,0,2,unchecked,2
wrinkled,0,0,2,unchecked,2
benevolence,0,0.5,1,unchecked,1
politic,0.25,0.5,2,unchecked,2
mindfulness,0,0.375,1,unchecked,1
sarcastic,0.625,0,0,unchecked,2
submersible,0,0.25,2,unchecked,2
manageable,0,0.625,1,unchecked,1
colored,0,0,2,unchecked,2
sufficiency,0.25,0,2,unchecked,1
personalize,0,0,2,unchecked,2
insolvent,0.625,0,0,checked,
opportuneness,0,0.125,2,unchecked,1
untempered,0.625,0,2,checked,
personal,0,0,2,unchecked,2
crucial,0.25,0.5,2,unchecked,1
formally,0,0,2,unchecked,2
unchangeable,0.5,0.375,2,checked,
outfield,0,0,2,checked,
inquiring,0,0,2,unchecked,2
prescription,0,0,2,unchecked,2
rimmed,0,0,2,unchecked,2
unfixed,0.625,0.125,2,checked,
stability,0,0.5,1,unchecked,1
unregretful,0.75,0.125,1,checked,
essentiality,0,0.875,1,unchecked,1
unmake,0,0,0,checked,
nonarbitrary,0.625,0,2,checked,
unworthy,0.25,0.625,0,checked,
incredulous,0.75,0,0,checked,
nontaxable,0.375,0,2,checked,
moderation,0.375,0.375,2,unchecked,1
approve,0,0,2,unchecked,1
handless,0,0,2,checked,
decreased,0,0,2,checked,
unrealistically,0,0.25,2,checked,
dishonesty,0.75,0.125,0,checked,
nonreversible,0.625,0,2,checked,
development,0,0,2,unchecked,1
rhymed,0,0,2,unchecked,2
changed,0,0,2,unchecked,2
inexhaustible,0.25,0.375,2,checked,
limbless,0,0,2,checked,
expressively,0.25,0,2,unchecked,1
slippery,0,0,2,unchecked,2
reliable,0,0.375,1,unchecked,1
incoming,0,0,2,unchecked,2
undamaged,0.375,0.375,1,checked,
bellyless,0,0,2,checked,
increase,0,0,2,unchecked,2
unimproved,0.625,0,0,checked,
union,0,0,2,unchecked,2
humanely,0,0.375,1,unchecked,1
unenforceable,0.625,0.125,0,checked,
comfort,0.5,0,0,unchecked,1
steady,0.625,0.125,0,unchecked,1
consciously,0,0,2,unchecked,1
colonize,0,0,2,unchecked,2
unsanitariness,0.625,0.125,0,checked,
impoliteness,0.125,0.5,0,checked,
impalpability,0.375,0.375,2,checked,
residential,0,0,2,unchecked,2
nonconductive,0.625,0,2,checked,
unarmed,0.5,0,2,checked,
invest,0,0,2,unchecked,2
equivocalness,0,0.25,2,unchecked,0
inhospitality,0.375,0.125,0,checked,
unbridgeable,0.125,0,2,checked,
insensible,0.5,0,0,checked,
cultivated,0,0,2,unchecked,1
reverent,0,0,2,unchecked,1
turned,0,0,2,unchecked,2
healthfulness,0,0.875,1,unchecked,1
steadily,0.125,0,2,unchecked,1
lidded,0,0,2,unchecked,2
tangibility,0.375,0.125,2,unchecked,2
melodiously,0,0.125,2,unchecked,2
controversial,0.125,0.625,1,unchecked,1
disassembly,0,0,2,checked,
incarnate,0,0,2,unchecked,2
regular,0,0,2,unchecked,2
enlightening,0,0,2,unchecked,1
military,0,0,2,unchecked,2
unbuckle,0,0,2,checked,
undiversified,0.125,0,0,checked,
unloving,0,0,0,checked,
noxious,0.5,0.25,2,unchecked,0
seasonableness,0,0,2,unchecked,2
unfamiliar,0.625,0,2,checked,
intolerable,0.625,0,0,checked,
published,0,0,2,unchecked,2
unwrinkled,0.625,0,2,checked,
indiscriminate,0,0,2,checked,
disclaim,0,0,2,checked,
unavailable,0.5,0.375,2,checked,
demilitarise,0,0,2,checked,
overhead,0.375,0,0,unchecked,2
unlabeled,0.25,0,2,checked,
carelessness,0.75,0.125,0,checked,
unambiguously,0,0.25,2,checked,
tie,0,0,2,unchecked,2
uncompassionate,0,0,0,checked,
unbreakableness,0.25,0,2,checked,
joyfully,0,0.25,2,unchecked,1
intended,0,0,2,unchecked,2
permissibly,0,0.375,1,unchecked,1
vitalize,0,0,2,unchecked,1
inattention,0.375,0,0,checked,
impatient,0,0,0,checked,
impracticability,0.75,0,0,checked,
uncongeniality,0.75,0.25,0,checked,
unhurriedly,0,0,2,checked,
unskillfulness,0,0.375,0,checked,
decrease,0,0,2,checked,
ordinariness,0.375,0.5,2,unchecked,2
sugarless,0,0,2,checked,
unwelcome,0.75,0,0,checked,
dissimilitude,0.5,0,2,checked,
regulation_time,0,0,2,unchecked,2
insincerity,0.625,0.125,0,checked,
undress,0,0.625,2,checked,
energize,0,0,2,unchecked,1
tied,0,0,2,unchecked,2
inefficient,0,0,0,checked,
uninjectable,0.5,0.125,2,checked,
unfairness,0.75,0.125,0,checked,
agreement,0,0,2,unchecked,1
certify,0,0,2,unchecked,1
unblemished,0,0.625,1,checked,
untheatrical,0.75,0,2,checked,
purposeful,0,0,2,unchecked,1
current,0,0,2,unchecked,2
asymmetrically,0,0.125,2,checked,
unambiguous,0,0.375,2,checked,
attractively,0,0.375,1,unchecked,1
uncrystallized,0.5,0,2,checked,
inaccessibility,0.625,0.25,0,checked,
unwomanly,0,0,2,checked,
artesian,0,0,2,unchecked,2
unreality,0.375,0.375,2,checked,
woven,0,0,2,unchecked,2
completeness,0,0.25,2,unchecked,1
imperfectly,0.5,0,0,checked,
uncomplainingly,0,0,2,checked,
supported,0,0,2,unchecked,1
controversially,0,0.125,2,unchecked,0
segregate,0,0,2,unchecked,2
taxable,0,0,2,unchecked,2
honestly,0,0.375,1,unchecked,1
claim,0,0.125,2,unchecked,2
chromatic_color,0,0,2,unchecked,2
unarmored,0.125,0,2,checked,
breathless,0,0,2,checked,
loading,0,0,2,unchecked,2
changeable,0,0.625,1,unchecked,2
palpability,0.375,0.125,2,unchecked,1
disadvantage,0.75,0,0,checked,
climactic,0.375,0,0,unchecked,1
unpopular,0.125,0.125,0,checked,
reflective,0,0,2,unchecked,2
fissionable,0,0.5,1,unchecked,2
deductible,0,0,2,unchecked,2
inadmissible,0.75,0,0,checked,
inorganically,0,0,2,checked,
free,0,0.375,1,unchecked,2
unhealthful,0.125,0.5,0,checked,
unneurotic,0.375,0,2,checked,
untraceable,0.625,0,0,checked,
disunion,0,0,0,checked,
off-line,0,0,2,checked,
unrighteously,0,0.25,0,checked,
unrhymed,0.5,0,2,checked,
unendowed,0.625,0,0,checked,
rational,0,0.375,1,unchecked,1
crannied,0,0,2,unchecked,2
disapprove,0,0,0,checked,
practicality,0,0.25,2,unchecked,1
congruity,0,0.625,1,unchecked,1
uninitiate,0.5,0,2,checked,
wieldy,0,0,2,unchecked,2
incapableness,0.25,0,0,checked,
undemocratic,0.625,0,0,checked,
humorless,0,0,0,checked,
incorrectness,0.5,0.125,0,checked,
unfitness,0.5,0.25,0,checked,
weightless,0,0,2,checked,
